movement_number,X,Y,Z
2306,14,-10,47.0
2307,14,-10,48.0
2308,14,-10,49.0
2309,14,-10,50.0
2310,14,-10,51.0
2311,14,-10,52.0
2312,14,-10,53.0
2313,14,-10,54.0
2314,14,-10,55.0
2315,14,-10,56.0
2316,14,-10,57.0
2317,14,-10,58.0
2318,14,-10,59.0
2319,14,-10,60.0
2320,14,-10,61.0
2321,14,-10,62.0
2322,14,-10,63.0
2323,14,-10,64.0
2324,14,-10,65.0
2325,14,-10,66.0
2326,14,-10,67.0
2327,14,-10,68.0
2328,14,-10,69.0
2329,14,-10,70.0
2330,14,-10,71.0
2331,14,-10,72.0
2332,14,-10,73.0
2333,14,-10,74.0
2334,14,-10,75.0
2335,14,-10,76.0
2336,14,-10,77.0
2337,14,-10,78.0
2338,14,-10,79.0
2339,14,-10,80.0
2340,15,-10,20.0
2341,15,-10,21.0
2342,15,-10,22.0
2343,15,-10,23.0
2344,15,-10,24.0
2345,15,-10,25.0
2346,15,-10,26.0
2347,15,-10,27.0
2348,15,-10,28.0
2349,15,-10,29.0
2350,15,-10,30.0
2351,15,-10,31.0
2352,15,-10,32.0
2353,15,-10,33.0
2354,15,-10,34.0
2355,15,-10,35.0
2356,15,-10,36.0
2357,15,-10,37.0
2358,15,-10,38.0
2359,15,-10,39.0
2360,15,-10,40.0
2361,15,-10,41.0
2362,15,-10,42.0
2363,15,-10,43.0
2364,15,-10,44.0
2365,15,-10,45.0
2366,15,-10,46.0
2367,15,-10,47.0
2368,15,-10,48.0
2369,15,-10,49.0
2370,15,-10,50.0
2371,15,-10,51.0
2372,15,-10,52.0
2373,15,-10,53.0
2374,15,-10,54.0
2375,15,-10,55.0
2376,15,-10,56.0
2377,15,-10,57.0
2378,15,-10,58.0
2379,15,-10,59.0
2380,15,-10,60.0
2381,15,-10,61.0
2382,15,-10,62.0
2383,15,-10,63.0
2384,15,-10,64.0
2385,15,-10,65.0
2386,15,-10,66.0
2387,15,-10,67.0
2388,15,-10,68.0
2389,15,-10,69.0
2390,15,-10,70.0
2391,15,-10,71.0
2392,15,-10,72.0
2393,15,-10,73.0
2394,15,-10,74.0
2395,15,-10,75.0
2396,15,-10,76.0
2397,15,-10,77.0
2398,15,-10,78.0
2399,15,-10,79.0
2400,15,-10,80.0
2401,16,-10,20.0
2402,16,-10,21.0
2403,16,-10,22.0
2404,16,-10,23.0
2405,16,-10,24.0
2406,16,-10,25.0
2407,16,-10,26.0
2408,16,-10,27.0
2409,16,-10,28.0
2410,16,-10,29.0
2411,16,-10,30.0
2412,16,-10,31.0
2413,16,-10,32.0
2414,16,-10,33.0
2415,16,-10,34.0
2416,16,-10,35.0
2417,16,-10,36.0
2418,16,-10,37.0
2419,16,-10,38.0
2420,16,-10,39.0
2421,16,-10,40.0
2422,16,-10,41.0
2423,16,-10,42.0
2424,16,-10,43.0
2425,16,-10,44.0
2426,16,-10,45.0
2427,16,-10,46.0
2428,16,-10,47.0
2429,16,-10,48.0
2430,16,-10,49.0
2431,16,-10,50.0
2432,16,-10,51.0
2433,16,-10,52.0
2434,16,-10,53.0
2435,16,-10,54.0
2436,16,-10,55.0
2437,16,-10,56.0
2438,16,-10,57.0
2439,16,-10,58.0
2440,16,-10,59.0
2441,16,-10,60.0
2442,16,-10,61.0
2443,16,-10,62.0
2444,16,-10,63.0
2445,16,-10,64.0
2446,16,-10,65.0
2447,16,-10,66.0
2448,16,-10,67.0
2449,16,-10,68.0
2450,16,-10,69.0
2451,16,-10,70.0
2452,16,-10,71.0
2453,16,-10,72.0
2454,16,-10,73.0
2455,16,-10,74.0
2456,16,-10,75.0
2457,16,-10,76.0
2458,16,-10,77.0
2459,16,-10,78.0
2460,16,-10,79.0
2461,16,-10,80.0
2462,17,-10,20.0
2463,17,-10,21.0
2464,17,-10,22.0
2465,17,-10,23.0
2466,17,-10,24.0
2467,17,-10,25.0
2468,17,-10,26.0
2469,17,-10,27.0
2470,17,-10,28.0
2471,17,-10,29.0
2472,17,-10,30.0
2473,17,-10,31.0
2474,17,-10,32.0
2475,17,-10,33.0
2476,17,-10,34.0
2477,17,-10,35.0
2478,17,-10,36.0
2479,17,-10,37.0
2480,17,-10,38.0
2481,17,-10,39.0
2482,17,-10,40.0
2483,17,-10,41.0
2484,17,-10,42.0
2485,17,-10,43.0
2486,17,-10,44.0
2487,17,-10,45.0
2488,17,-10,46.0
2489,17,-10,47.0
2490,17,-10,48.0
2491,17,-10,49.0
2492,17,-10,50.0
2493,17,-10,51.0
2494,17,-10,52.0
2495,17,-10,53.0
2496,17,-10,54.0
2497,17,-10,55.0
2498,17,-10,56.0
2499,17,-10,57.0
2500,17,-10,58.0
2501,17,-10,59.0
2502,17,-10,60.0
2503,17,-10,61.0
2504,17,-10,62.0
2505,17,-10,63.0
2506,17,-10,64.0
2507,17,-10,65.0
2508,17,-10,66.0
2509,17,-10,67.0
2510,17,-10,68.0
2511,17,-10,69.0
2512,17,-10,70.0
2513,17,-10,71.0
2514,17,-10,72.0
2515,17,-10,73.0
2516,17,-10,74.0
2517,17,-10,75.0
2518,17,-10,76.0
2519,17,-10,77.0
2520,17,-10,78.0
2521,17,-10,79.0
2522,17,-10,80.0
2523,18,-10,20.0
2524,18,-10,21.0
2525,18,-10,22.0
2526,18,-10,23.0
2527,18,-10,24.0
2528,18,-10,25.0
2529,18,-10,26.0
2530,18,-10,27.0
2531,18,-10,28.0
2532,18,-10,29.0
2533,18,-10,30.0
2534,18,-10,31.0
2535,18,-10,32.0
2536,18,-10,33.0
2537,18,-10,34.0
2538,18,-10,35.0
2539,18,-10,36.0
2540,18,-10,37.0
2541,18,-10,38.0
2542,18,-10,39.0
2543,18,-10,40.0
2544,18,-10,41.0
2545,18,-10,42.0
2546,18,-10,43.0
2547,18,-10,44.0
2548,18,-10,45.0
2549,18,-10,46.0
2550,18,-10,47.0
2551,18,-10,48.0
2552,18,-10,49.0
2553,18,-10,50.0
2554,18,-10,51.0
2555,18,-10,52.0
2556,18,-10,53.0
2557,18,-10,54.0
2558,18,-10,55.0
2559,18,-10,56.0
2560,18,-10,57.0
2561,18,-10,58.0
2562,18,-10,59.0
2563,18,-10,60.0
2564,18,-10,61.0
2565,18,-10,62.0
2566,18,-10,63.0
2567,18,-10,64.0
2568,18,-10,65.0
2569,18,-10,66.0
2570,18,-10,67.0
2571,18,-10,68.0
2572,18,-10,69.0
2573,18,-10,70.0
2574,18,-10,71.0
2575,18,-10,72.0
2576,18,-10,73.0
2577,18,-10,74.0
2578,18,-10,75.0
2579,18,-10,76.0
2580,18,-10,77.0
2581,18,-10,78.0
2582,18,-10,79.0
2583,18,-10,80.0
2584,19,-10,20.0
2585,19,-10,21.0
2586,19,-10,22.0
2587,19,-10,23.0
2588,19,-10,24.0
2589,19,-10,25.0
2590,19,-10,26.0
2591,19,-10,27.0
2592,19,-10,28.0
2593,19,-10,29.0
2594,19,-10,30.0
2595,19,-10,31.0
2596,19,-10,32.0
2597,19,-10,33.0
2598,19,-10,34.0
2599,19,-10,35.0
2600,19,-10,36.0
2601,19,-10,37.0
2602,19,-10,38.0
2603,19,-10,39.0
2604,19,-10,40.0
2605,19,-10,41.0
2606,19,-10,42.0
2607,19,-10,43.0
2608,19,-10,44.0
2609,19,-10,45.0
2610,19,-10,46.0
2611,19,-10,47.0
2612,19,-10,48.0
2613,19,-10,49.0
2614,19,-10,50.0
2615,19,-10,51.0
2616,19,-10,52.0
2617,19,-10,53.0
2618,19,-10,54.0
2619,19,-10,55.0
2620,19,-10,56.0
2621,19,-10,57.0
2622,19,-10,58.0
2623,19,-10,59.0
2624,19,-10,60.0
2625,19,-10,61.0
2626,19,-10,62.0
2627,19,-10,63.0
2628,19,-10,64.0
2629,19,-10,65.0
2630,19,-10,66.0
2631,19,-10,67.0
2632,19,-10,68.0
2633,19,-10,69.0
2634,19,-10,70.0
2635,19,-10,71.0
2636,19,-10,72.0
2637,19,-10,73.0
2638,19,-10,74.0
2639,19,-10,75.0
2640,19,-10,76.0
2641,19,-10,77.0
2642,19,-10,78.0
2643,19,-10,79.0
2644,19,-10,80.0
2645,20,-10,20.0
2646,20,-10,21.0
2647,20,-10,22.0
2648,20,-10,23.0
2649,20,-10,24.0
2650,20,-10,25.0
2651,20,-10,26.0
2652,20,-10,27.0
2653,20,-10,28.0
2654,20,-10,29.0
2655,20,-10,30.0
2656,20,-10,31.0
2657,20,-10,32.0
2658,20,-10,33.0
2659,20,-10,34.0
2660,20,-10,35.0
2661,20,-10,36.0
2662,20,-10,37.0
2663,20,-10,38.0
2664,20,-10,39.0
2665,20,-10,40.0
2666,20,-10,41.0
2667,20,-10,42.0
2668,20,-10,43.0
2669,20,-10,44.0
2670,20,-10,45.0
2671,20,-10,46.0
2672,20,-10,47.0
2673,20,-10,48.0
2674,20,-10,49.0
2675,20,-10,50.0
2676,20,-10,51.0
2677,20,-10,52.0
2678,20,-10,53.0
2679,20,-10,54.0
2680,20,-10,55.0
2681,20,-10,56.0
2682,20,-10,57.0
2683,20,-10,58.0
2684,20,-10,59.0
2685,20,-10,60.0
2686,20,-10,61.0
2687,20,-10,62.0
2688,20,-10,63.0
2689,20,-10,64.0
2690,20,-10,65.0
2691,20,-10,66.0
2692,20,-10,67.0
2693,20,-10,68.0
2694,20,-10,69.0
2695,20,-10,70.0
2696,20,-10,71.0
2697,20,-10,72.0
2698,20,-10,73.0
2699,20,-10,74.0
2700,20,-10,75.0
2701,20,-10,76.0
2702,20,-10,77.0
2703,20,-10,78.0
2704,20,-10,79.0
2705,20,-10,80.0
